ID,Set,District,Block,CropTillageDate,CropTillageDepth,CropEstMethod,RcNursEstDate,SeedingSowingTransplanting,SeedlingsPerPit,TransplantingIrrigationHours,TransplantingIrrigationSource,TransplantingIrrigationPowerSource,TransIrriCost,TransIrriCost_per_Acre,StandingWater,Ganaura,Ganaura_per_Acre,CropOrgFYM,CropOrgFYM_per_Acre,PCropSolidOrgFertAppMethod,NoFertilizerAppln,BasalDAP,BasalDAP_per_Acre,BasalUrea,BasalUrea_per_Acre,MineralFertAppMethod,1tdUrea,1tdUrea_per_Acre,1appDaysUrea,2tdUrea,2tdUrea_per_Acre,2appDaysUrea,MineralFertAppMethod.1,Harv_method,Harv_date,Harv_hand_rent,Harv_hand_rent_per_Acre,Threshing_date,Threshing_method,Residue_length,Residue_perc,Stubble_use,Acre,Yield,Yield_per_Acre,LandPrepMethod_TractorPlough,LandPrepMethod_FourWheelTracRotavator,LandPrepMethod_WetTillagePuddling,LandPrepMethod_BullockPlough,LandPrepMethod_Other,NursDetFactor_CalendarDate,NursDetFactor_PreMonsoonShowers,NursDetFactor_IrrigWaterAvailability,NursDetFactor_LabourAvailability,NursDetFactor_SeedAvailability,TransDetFactor_LabourAvailability,TransDetFactor_CalendarDate,TransDetFactor_RainArrival,TransDetFactor_IrrigWaterAvailability,TransDetFactor_SeedlingAge,CropbasalFerts_Urea,CropbasalFerts_DAP,CropbasalFerts_Other,CropbasalFerts_NPK,CropbasalFerts_MoP,CropbasalFerts_NPKS,CropbasalFerts_SSP,CropbasalFerts_None,FirstTopDressFert_Urea,FirstTopDressFert_DAP,FirstTopDressFert_NPK,FirstTopDressFert_NPKS,FirstTopDressFert_SSP,FirstTopDressFert_Other,OrgFertilizers_Ganaura,OrgFertilizers_FYM,OrgFertilizers_VermiCompost,OrgFertilizers_Pranamrit,OrgFertilizers_Ghanajeevamrit,OrgFertilizers_Jeevamrit,OrgFertilizers_PoultryManure,Nb_of_NaN,k2label,k3label,k4label,k5label
ID_57V19HE06GWS,train,Vaishali,Chehrakala,2022-07-19,5,Manual_PuddledRandom,2022-07-01,2022-07-25,1.0,5.0,Boring,Diesel,1000.0,4400.0,2.0,2.0,8.799999999999999,2.0,8.799999999999999,SoilApplied,3,10.0,43.99999999999999,10.0,43.99999999999999,Broadcasting,10.0,43.99999999999999,30.0,10.0,43.99999999999999,10.0,Broadcasting,hand,2022-10-18,2.0,8.799999999999999,2022-10-25,machine,20,10,plowed_in_soil,0.2272727272727273,400.0,1759.9999999999998,True,True,True,False,False,True,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,0,A,A,A,A
ID_N9TO1YE2DDGZ,train,Nalanda,Noorsarai,2022-07-25,3,LineSowingAfterTillage,2022-06-05,2022-07-26,,2.0,Canal,Diesel,100.0,640.0,6.0,0.0,,0.0,,,1,0.0,,15.0,96.0,Broadcasting,0.0,,,0.0,,,,hand,2022-11-08,500.0,3200.0,2023-01-12,machine,21,10,plowed_in_soil,0.15625,400.0,2560.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,A,B,B,B
ID_02T0FLK3N40W,train,Nalanda,Noorsarai,2022-07-16,3,Manual_PuddledRandom,2022-06-10,2022-07-20,2.0,,,,,,8.0,0.0,,0.0,,,1,0.0,,45.0,96.0,Broadcasting,0.0,,,0.0,,,,hand,2022-11-20,1500.0,3200.0,2023-01-11,machine,21,10,plowed_in_soil,0.46875,900.0,1920.0,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14,A,B,B,B
ID_C2ASV52PPKNH,train,Nalanda,Noorsarai,2022-07-10,3,Manual_PuddledRandom,2022-06-12,2022-07-15,3.0,6.0,Boring,Electric,,,2.0,0.0,,0.0,,,2,12.0,32.0,24.0,64.0,Broadcasting,24.0,64.0,26.0,0.0,,,Broadcasting,hand,2022-11-16,90.0,240.0,2023-01-23,machine,25,10,plowed_in_soil,0.375,550.0,1466.6666666666667,False,False,False,False,True,True,False,True,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,7,A,B,B,B
ID_D9G0VUH1XQGV,train,Jamui,Jamui,2022-07-21,4,Manual_PuddledRandom,2022-06-19,2022-07-26,4.0,5.0,Boring,Electric,1000.0,2200.0000000000005,3.0,5.0,11.000000000000002,0.0,,Broadcasting,3,0.0,,0.0,,Broadcasting,2.0,4.4,30.0,1.0,2.2,60.0,Broadcasting,hand,2022-11-25,90.0,198.00000000000003,2023-02-12,hand,28,10,plowed_in_soil,0.4545454545454545,800.0,1760.0000000000002,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,3,B,C,C,D
ID_NYV8NROT8P7M,train,Jamui,Khaira,2022-07-19,4,Manual_PuddledLine,2022-06-28,2022-07-25,2.0,4.0,Boring,Diesel,400.0,550.0,3.0,0.0,,3.0,4.125,SoilApplied,3,15.0,20.625,0.0,,Broadcasting,14.0,19.25,23.0,15.0,20.625,63.0,Broadcasting,hand,2022-12-04,1800.0,2475.0,2022-12-24,hand,21,10,plowed_in_soil,0.7272727272727273,1600.0,2200.0,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2,A,A,A,A
ID_4NIM8NUGROES,train,Nalanda,Noorsarai,2022-07-06,4,LineSowingAfterTillage,2022-06-08,2022-07-28,,8.0,Boring,Electric,600.0,640.0,2.0,0.0,,0.0,,,2,30.0,32.0,60.0,64.0,Broadcasting,40.0,42.66666666666666,16.0,0.0,,,Broadcasting,hand,2022-11-07,1500.0,1600.0,2022-11-22,machine,26,10,plowed_in_soil,0.9375,1800.0,1920.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,8,A,A,A,B
ID_X3HUOUWZLN4E,train,Nalanda,Rajgir,2022-07-09,5,Manual_PuddledRandom,2022-06-20,2022-07-10,3.0,9.0,Boring,Electric,125.0,800.0,9.0,0.0,,0.0,,,2,5.0,32.0,10.0,64.0,SoilApplied,5.0,32.0,25.0,0.0,,,RootApplication,hand,2022-11-23,350.0,2240.0,2022-12-09,machine,26,10,plowed_in_soil,0.15625,270.0,1728.0,True,True,False,False,False,False,False,True,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5,A,A,A,B
ID_ABLBOJ0IFL1X,train,Jamui,Jamui,2022-07-20,4,Manual_PuddledRandom,2022-06-18,2022-07-26,4.0,5.0,Boring,Diesel,1000.0,2200.0000000000005,4.0,5.0,11.000000000000002,0.0,,Broadcasting,3,0.0,,0.0,,Broadcasting,2.0,4.4,30.0,1.0,2.2,60.0,Broadcasting,hand,2022-11-28,85.0,187.00000000000003,2023-02-10,hand,30,10,plowed_in_soil,0.4545454545454545,750.0,1650.0000000000002,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,3,B,C,C,D
ID_UX89RGNYYU9C,train,Jamui,Jamui,2022-08-10,4,Manual_PuddledRandom,2022-07-15,2022-08-12,8.0,4.0,Boring,Electric,400.0,1759.9999999999998,2.0,0.0,,0.0,,,2,8.0,35.2,8.0,35.2,Broadcasting,8.0,35.2,30.0,0.0,,,Broadcasting,hand,2022-11-13,500.0,2200.0,2023-01-24,machine,28,10,plowed_in_soil,0.2272727272727273,400.0,1759.9999999999998,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5,A,B,B,B
ID_ZPQ1RMUY7WRH,train,Gaya,Gurua,2022-07-12,6,Manual_PuddledRandom,2022-06-15,2022-07-25,1.0,10.0,Boring,Electric,300.0,810.0000000000001,3.0,1.0,2.7000000000000006,1.0,2.7000000000000006,SoilApplied,2,10.0,27.000000000000007,0.0,,Broadcasting,10.0,27.000000000000007,65.0,0.0,,,Broadcasting,hand,2022-12-05,1200.0,3240.0000000000005,2023-01-11,machine,30,10,plowed_in_soil,0.3703703703703703,830.0,2241.0000000000005,True,True,False,False,False,False,True,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,True,False,False,3,A,A,A,A
ID_V7MDAA8BZ1KC,train,Jamui,Khaira,2022-07-23,4,Manual_PuddledLine,2022-07-02,2022-07-28,1.0,3.0,Boring,Diesel,350.0,550.0,2.0,0.0,,3.0,4.714285714285714,Broadcasting,3,16.0,25.142857142857142,0.0,,Broadcasting,12.0,18.857142857142858,25.0,13.0,20.42857142857143,65.0,Broadcasting,hand,2022-12-01,1300.0,2042.857142857143,2022-12-16,hand,21,10,plowed_in_soil,0.6363636363636364,1385.0,2176.428571428572,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2,A,A,A,A
ID_5S778SOR1O1D,train,Jamui,Khaira,2022-07-20,3,Manual_PuddledLine,2022-07-04,2022-07-27,1.0,1.0,Canal,,,,5.0,0.0,,0.0,,,3,3.0,21.999999999999996,0.0,,Broadcasting,6.0,43.99999999999999,23.0,3.0,21.999999999999996,65.0,Broadcasting,hand,2022-11-08,150.0,1099.9999999999995,2022-12-29,machine,28,10,plowed_in_soil,0.1363636363636364,300.0,2199.999999999999,True,False,False,False,False,True,False,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,7,A,A,A,A
ID_SFQDDLS8AULQ,train,Nalanda,Rajgir,2022-07-10,5,Manual_PuddledRandom,2022-06-24,2022-07-15,2.0,8.0,Boring,Electric,240.0,512.0,5.0,2.0,4.266666666666667,0.0,,SoilApplied,2,22.0,46.93333333333333,22.0,46.93333333333333,Broadcasting,15.0,32.0,45.0,0.0,,,Broadcasting,hand,2022-11-24,1500.0,3200.0,2022-12-15,machine,24,10,plowed_in_soil,0.46875,600.0,1280.0,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,3,A,A,A,B
ID_4GEBOZODKFLC,train,Nalanda,Rajgir,2022-07-08,5,Manual_PuddledRandom,2022-06-22,2022-07-11,2.0,8.0,Boring,Electric,240.0,512.0,5.0,2.0,4.266666666666667,0.0,,SoilApplied,2,22.0,46.93333333333333,15.0,32.0,Broadcasting,15.0,32.0,45.0,0.0,,,Broadcasting,hand,2022-11-18,1500.0,3200.0,2022-12-09,machine,25,10,plowed_in_soil,0.46875,620.0,1322.6666666666667,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,3,A,A,A,B
ID_2R8JHA22VBWB,train,Jamui,Jamui,2022-07-05,3,Manual_PuddledRandom,2022-07-02,2022-07-28,3.0,4.0,Boring,Electric,480.0,1760.0000000000002,1.0,45.0,165.0,0.0,,Broadcasting,2,20.0,73.33333333333334,20.0,73.33333333333334,Broadcasting,15.0,55.00000000000001,45.0,0.0,,,Broadcasting,hand,2022-11-23,300.0,1100.0,2023-02-16,machine,26,10,plowed_in_soil,0.2727272727272727,480.0,1760.0000000000002,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,3,A,B,B,C
ID_GCU9VUOYS841,train,Vaishali,Mahua,2022-07-08,4,Manual_PuddledRandom,2022-07-10,2022-08-07,1.0,1.0,Boring,Diesel,200.0,4400.0000000000055,3.0,0.0,,0.0,,SoilApplied,3,3.0,66.00000000000009,0.0,,SoilApplied,2.0,44.00000000000005,40.0,2.0,44.00000000000005,72.0,Broadcasting,hand,2022-10-31,200.0,4400.0000000000055,2022-11-04,hand,30,10,plowed_in_soil,0.0454545454545454,100.0,2200.0000000000027,True,True,True,False,False,False,True,True,False,True,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,3,A,A,A,A
ID_UDII4JW2YR5O,train,Nalanda,Noorsarai,2022-07-22,4,Manual_PuddledRandom,2022-06-22,2022-07-25,2.0,6.0,Boring,Electric,250.0,800.0,2.0,0.0,,0.0,,,2,10.0,32.0,20.0,64.0,Broadcasting,20.0,64.0,29.0,0.0,,,Broadcasting,machine,2022-12-01,0.0,,2022-12-03,machine,25,40,burned,0.3125,460.0,1472.0,True,False,False,False,False,True,False,True,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6,A,A,A,B
ID_9IZDPFQWRLND,train,Nalanda,Rajgir,2022-07-10,2,Broadcasting,,2022-07-14,,7.0,Boring,Electric,,,3.0,0.0,,14.0,64.0,Broadcasting,3,7.0,32.0,7.0,32.0,Broadcasting,7.0,32.0,28.0,7.0,32.0,56.0,Broadcasting,hand,2022-12-17,70.0,320.0,2022-12-20,machine,26,10,plowed_in_soil,0.21875,560.0,2560.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,7,A,A,D,E
ID_9P7KY7XQX1V0,train,Nalanda,Rajgir,2022-06-13,6,Manual_PuddledRandom,2022-06-15,2022-07-13,1.0,12.0,Boring,Electric,180.0,720.0,2.0,0.0,,0.0,,,2,8.0,32.0,8.0,32.0,Broadcasting,9.0,36.0,23.0,0.0,,,Broadcasting,hand,2022-11-12,675.0,2700.0,2022-11-18,hand,22,10,plowed_in_soil,0.25,450.0,1800.0,True,False,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5,A,A,A,B
ID_7Y44SI6H56JZ,train,Vaishali,Mahua,2022-06-22,4,Manual_PuddledRandom,2022-06-25,2022-07-25,1.0,2.0,Boring,Electric,400.0,2200.0000000000005,1.0,0.0,,1.0,5.500000000000001,SoilApplied,2,12.0,66.00000000000001,12.0,66.00000000000001,Broadcasting,12.0,66.00000000000001,30.0,0.0,,,Broadcasting,hand,2022-11-06,300.0,1650.0000000000002,2022-11-16,hand,30,10,plowed_in_soil,0.1818181818181818,400.0,2200.0000000000005,True,True,False,False,False,True,False,True,True,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,3,A,A,A,A
ID_17AGV5WMT1QG,train,Nalanda,Rajgir,2022-07-22,5,Manual_PuddledRandom,2022-07-03,2022-07-24,1.0,3.0,Boring,Electric,150.0,800.0,5.0,10.0,53.333333333333336,0.0,,SoilApplied,2,10.0,53.333333333333336,0.0,,Broadcasting,10.0,53.333333333333336,21.0,0.0,,,Broadcasting,hand,2022-11-20,400.0,2133.333333333333,2023-03-13,machine,25,10,plowed_in_soil,0.1875,360.0,1920.0,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,4,A,A,A,A
ID_ZJ1ORZL1XRHP,train,Jamui,Jamui,2022-07-05,4,Manual_PuddledRandom,2022-07-20,2022-08-20,4.0,4.0,Boring,Electric,400.0,1759.9999999999998,1.0,5.0,22.0,0.0,,Broadcasting,2,16.0,70.39999999999999,16.0,70.39999999999999,Broadcasting,8.0,35.2,8.0,0.0,,,Broadcasting,hand,2022-11-26,358.0,1575.1999999999998,2023-02-16,machine,29,10,plowed_in_soil,0.2272727272727273,260.0,1144.0,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,3,A,B,B,C
ID_9CJDSJD7UDT7,train,Vaishali,Mahua,2022-06-10,5,Manual_PuddledRandom,2022-06-14,2022-07-18,2.0,1.0,Boring,Diesel,200.0,2200.0000000000005,2.0,0.0,,1.0,11.000000000000002,Broadcasting,3,2.0,22.000000000000004,0.0,,Broadcasting,4.0,44.00000000000001,25.0,4.0,44.00000000000001,45.0,Broadcasting,hand,2022-10-18,400.0,4400.000000000001,2022-10-29,hand,30,10,plowed_in_soil,0.0909090909090909,4.0,44.00000000000001,True,True,False,False,False,True,True,True,True,True,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2,A,A,A,A
ID_TC6ILZ372T56,train,Jamui,Jamui,2022-08-13,4,Manual_PuddledRandom,2022-07-23,2022-08-17,6.0,3.0,Boring,Electric,300.0,1319.9999999999998,2.0,0.0,,0.0,,,1,6.0,26.4,6.0,26.4,Broadcasting,0.0,,,0.0,,,,hand,2022-11-12,500.0,2200.0,2023-01-08,machine,26,10,plowed_in_soil,0.2272727272727273,400.0,1759.9999999999998,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,A,B,B,B
ID_K88Y6URSCAZW,train,Vaishali,Mahua,2022-07-06,5,Manual_PuddledRandom,2022-06-25,2022-07-15,2.0,2.0,Boring,Diesel,,,2.0,0.0,,0.0,,,2,15.0,109.99999999999996,10.0,73.33333333333331,SoilApplied,12.0,87.99999999999997,35.0,0.0,,,SoilApplied,hand,2022-10-15,300.0,2199.999999999999,2022-10-25,hand,29,10,plowed_in_soil,0.1363636363636364,325.0,2383.3333333333326,True,True,True,True,False,True,True,True,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,7,A,A,A,A
ID_KC97G7JOG9D7,train,Jamui,Khaira,2022-07-28,3,Manual_PuddledRandom,2022-06-28,2022-08-02,4.0,2.0,Canal,,,,11.0,0.0,,0.0,,,1,8.0,35.2,10.0,43.99999999999999,Broadcasting,0.0,,,0.0,,,,hand,2022-11-17,100.0,440.0,2023-01-20,hand,28,10,plowed_in_soil,0.2272727272727273,400.0,1759.9999999999998,True,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,A,B,B,B
ID_4A4AX5RW7YIE,train,Nalanda,Rajgir,2022-07-14,5,Manual_PuddledRandom,2022-06-24,2022-07-17,2.0,7.0,Boring,Electric,240.0,480.0,6.0,2.0,4.0,0.0,,SoilApplied,2,32.0,64.0,16.0,32.0,Broadcasting,32.0,64.0,45.0,0.0,,,Broadcasting,hand,2022-12-06,150.0,300.0,2022-12-30,machine,25,10,plowed_in_soil,0.5,910.0,1820.0,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,3,A,A,A,B
ID_VHYPO3SSB6V5,train,Vaishali,Mahua,2022-07-12,5,Manual_PuddledRandom,2022-07-14,2022-08-08,2.0,2.0,Boring,Diesel,,,3.0,0.0,,4.0,44.00000000000001,SoilApplied,3,0.0,,0.0,,SoilApplied,4.0,44.00000000000001,42.0,4.0,44.00000000000001,72.0,Broadcasting,hand,2022-11-08,400.0,4400.000000000001,2022-11-14,hand,30,10,plowed_in_soil,0.0909090909090909,200.0,2200.0000000000005,True,True,True,False,False,False,True,True,False,True,False,False,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,5,A,A,A,A
ID_K7BJA6BT9TPM,train,Vaishali,Mahua,2022-07-10,5,Manual_PuddledRandom,2022-07-12,2022-08-10,2.0,1.0,Boring,Diesel,200.0,4400.0000000000055,2.0,0.0,,5.0,110.00000000000011,SoilApplied,3,2.0,44.00000000000005,0.0,,SoilApplied,2.0,44.00000000000005,40.0,2.0,44.00000000000005,70.0,Broadcasting,hand,2022-11-09,200.0,4400.0000000000055,2022-11-15,hand,30,10,plowed_in_soil,0.0454545454545454,100.0,2200.0000000000027,True,True,True,False,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2,A,A,A,A
ID_KVTNQ6X55WE6,train,Jamui,Khaira,2022-07-25,3,Manual_PuddledRandom,2022-06-27,2022-07-28,3.0,2.0,Canal,,,,10.0,0.0,,0.0,,,1,10.0,36.66666666666667,12.0,44.0,Broadcasting,0.0,,,0.0,,,,hand,2022-11-08,100.0,366.6666666666667,2022-12-15,machine,25,10,plowed_in_soil,0.2727272727272727,500.0,1833.3333333333333,True,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,A,B,B,B
ID_SLMKYT15YM4H,train,Nalanda,Rajgir,2022-07-07,5,Manual_PuddledRandom,2022-06-15,2022-07-12,3.0,3.0,Pond,Electric,,,7.0,0.0,,0.0,,,2,5.0,32.0,10.0,64.0,SoilApplied,5.0,32.0,25.0,0.0,,,SoilApplied,hand,2022-11-10,300.0,1920.0,2022-11-29,machine,25,10,plowed_in_soil,0.15625,310.0,1984.0,True,True,False,False,False,False,False,True,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,7,A,A,A,B
ID_TRNP68TKBZ1R,train,Vaishali,Chehrakala,2022-07-08,5,Manual_PuddledRandom,2022-07-01,2022-07-25,1.0,4.0,Boring,Diesel,800.0,4400.000000000001,2.0,0.0,,2.0,11.000000000000002,SoilApplied,2,8.0,44.00000000000001,8.0,44.00000000000001,Broadcasting,8.0,44.00000000000001,8.0,0.0,,,Broadcasting,hand,2022-10-13,200.0,1100.0000000000002,2022-10-25,machine,25,10,plowed_in_soil,0.1818181818181818,400.0,2200.0000000000005,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,3,A,A,A,A
ID_FWY3EZ1V132J,train,Nalanda,Rajgir,2022-07-17,2,Broadcasting,,2022-07-23,,4.0,Boring,Electric,,,3.0,0.0,,8.0,64.0,SoilApplied,3,4.0,32.0,4.0,32.0,Broadcasting,0.0,,,4.0,32.0,64.0,Broadcasting,hand,2022-12-05,100.0,800.0,2023-01-21,machine,26,10,plowed_in_soil,0.125,320.0,2560.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,9,A,A,D,E
ID_3LKJI9UTX330,train,Jamui,Khaira,2022-07-26,3,Manual_PuddledRandom,2022-07-01,2022-07-29,3.0,2.0,Canal,,,,11.0,0.0,,2.0,11.000000000000002,Broadcasting,1,0.0,,10.0,55.00000000000001,Broadcasting,0.0,,,0.0,,,,hand,2022-11-10,100.0,550.0000000000001,2022-12-31,machine,28,10,plowed_in_soil,0.1818181818181818,350.0,1925.0,True,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,10,A,B,B,B
ID_DPMYZUNY0DWX,train,Jamui,Khaira,2022-07-30,3,Manual_PuddledRandom,2022-06-30,2022-08-03,3.0,2.0,Canal,,,,11.0,0.0,,2.0,8.799999999999999,Broadcasting,1,8.0,35.2,0.0,,Broadcasting,0.0,,,0.0,,,,hand,2022-11-14,100.0,440.0,2022-12-29,machine,30,10,plowed_in_soil,0.2272727272727273,400.0,1759.9999999999998,True,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,10,A,B,B,B
ID_F2QA96PLEH05,train,Nalanda,Rajgir,2022-07-22,3,Manual_PuddledRandom,2022-06-25,2022-07-23,2.0,10.0,Boring,Electric,600.0,1280.0,,0.0,,0.0,,,2,30.0,64.0,25.0,53.333333333333336,Broadcasting,20.0,42.66666666666666,45.0,0.0,,,Broadcasting,hand,2022-11-08,220.0,469.3333333333333,2022-12-10,hand,27,10,plowed_in_soil,0.46875,840.0,1792.0,True,True,True,False,False,False,False,True,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6,A,A,A,B
ID_NGB18J6GAIDW,train,Jamui,Jamui,2022-07-23,4,Manual_PuddledRandom,2022-06-28,2022-07-28,4.0,2.0,Boring,Electric,200.0,1466.6666666666663,2.0,0.0,,0.0,,,1,4.0,29.333333333333325,4.0,29.333333333333325,Broadcasting,0.0,,,0.0,,,,hand,2022-11-08,300.0,2199.999999999999,2022-12-18,machine,25,10,plowed_in_soil,0.1363636363636364,120.0,879.9999999999997,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,A,B,B,B
ID_JVIE3JZ4R74O,train,Jamui,Khaira,2022-07-21,4,Manual_PuddledRandom,2022-07-04,2022-07-26,1.0,1.0,Canal,,,,4.0,0.0,,0.0,,,3,4.0,44.00000000000001,0.0,,Broadcasting,4.0,44.00000000000001,24.0,2.0,22.000000000000004,60.0,Broadcasting,hand,2022-11-12,150.0,1650.0000000000002,2022-12-02,hand,28,10,plowed_in_soil,0.0909090909090909,100.0,1100.0000000000002,True,False,False,False,False,True,False,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,7,A,A,A,A
ID_KG2XUL1S6HA8,train,Jamui,Jamui,2022-07-23,4,Manual_PuddledRandom,2022-06-20,2022-07-28,4.0,2.0,Boring,Electric,500.0,2200.0,3.0,0.0,,0.0,,,3,0.0,,0.0,,Broadcasting,2.0,8.799999999999999,30.0,1.0,4.4,60.0,Broadcasting,hand,2022-11-26,90.0,396.0,2023-01-26,hand,28,10,plowed_in_soil,0.2272727272727273,350.0,1539.9999999999998,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,5,B,C,C,D
ID_N5S43UJ1WZ39,train,Jamui,Khaira,2022-07-28,3,Manual_PuddledRandom,2022-06-30,2022-08-03,4.0,2.0,Boring,Electric,,,10.0,0.0,,0.0,,,1,7.0,30.8,11.0,48.4,Broadcasting,0.0,,,0.0,,,,hand,2022-11-22,100.0,440.0,2022-11-22,machine,28,10,plowed_in_soil,0.2272727272727273,400.0,1759.9999999999998,True,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,A,B,B,B
ID_CW3F4BME8UTK,train,Vaishali,Chehrakala,2022-07-22,5,Manual_PuddledRandom,2022-07-08,2022-08-16,1.0,4.0,Boring,Diesel,800.0,4400.000000000001,2.0,0.0,,2.0,11.000000000000002,SoilApplied,1,15.0,82.50000000000001,0.0,,Broadcasting,0.0,,,0.0,,,,machine,2022-10-21,0.0,,2022-10-29,machine,25,40,plowed_in_soil,0.1818181818181818,350.0,1925.0,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,8,A,A,A,B
