ID,Set,District,Block,CultLand,CropTillageDate,CropTillageMonth,CropTillageDepth,CropEstMethod,RcNursEstDate,NursingMonth,SeedingSowingTransplanting,SowTransplantMonth,SeedlingsPerPit,TransplantingIrrigationHours,TransplantingIrrigationSource,TransplantingIrrigationPowerSource,TransIrriCost,TransIrriCost_per_Acre,StandingWater,Ganaura,Ganaura_capped,Ganaura_per_Acre,CropOrgFYM,CropOrgFYM_per_Acre,PCropSolidOrgFertAppMethod,NoFertilizerAppln,BasalDAP,BasalDAP_per_Acre,BasalUrea,BasalUrea_per_Acre,MineralFertAppMethod,1tdUrea,1tdUrea_per_Acre,1appDaysUrea,2tdUrea,2tdUrea_per_Acre,2appDaysUrea,MineralFertAppMethod.1,Harv_method,Harv_date,HarvestMonth,Harv_hand_rent,Harv_hand_rent_per_Acre,Threshing_date,ThreshingMonth,Threshing_method,Residue_length,Residue_perc,Stubble_use,Acre,Yield,Yield_per_Acre,LandPrepMethod_TractorPlough,LandPrepMethod_FourWheelTracRotavator,LandPrepMethod_WetTillagePuddling,LandPrepMethod_BullockPlough,LandPrepMethod_Other,NursDetFactor_CalendarDate,NursDetFactor_PreMonsoonShowers,NursDetFactor_IrrigWaterAvailability,NursDetFactor_LabourAvailability,NursDetFactor_SeedAvailability,TransDetFactor_LabourAvailability,TransDetFactor_CalendarDate,TransDetFactor_RainArrival,TransDetFactor_IrrigWaterAvailability,TransDetFactor_SeedlingAge,CropbasalFerts_Urea,CropbasalFerts_DAP,CropbasalFerts_Other,CropbasalFerts_NPK,CropbasalFerts_MoP,CropbasalFerts_NPKS,CropbasalFerts_SSP,CropbasalFerts_None,FirstTopDressFert_Urea,FirstTopDressFert_DAP,FirstTopDressFert_NPK,FirstTopDressFert_NPKS,FirstTopDressFert_SSP,FirstTopDressFert_Other,OrgFertilizers_Ganaura,OrgFertilizers_FYM,OrgFertilizers_VermiCompost,OrgFertilizers_Pranamrit,OrgFertilizers_Ghanajeevamrit,OrgFertilizers_Jeevamrit,OrgFertilizers_PoultryManure,Days_bw_Nurs_SowTransp,Days_bw_SowTransp_Harv,Days_bw_Harv_Thresh,Days_bw_Nurs_Harv,Nb_of_NaN,Past_YpA_Avg,Days_Harv_Thresh,Season,harvest-thresh-duration,tillage-harvest-duration,irrigation-per-acre
ID_HDJF33G02RGC,train,Gaya,Gurua,20,2022-07-25,July,5,LineSowingAfterTillage,2022-06-19,June,2022-07-26,July,,5.0,Boring,Electric,0.0,0.0,3.0,1.0,1.0,2.7000000000000006,0.0,0.0,Broadcasting,2,10.0,27.000000000000007,0.0,0.0,Broadcasting,8.0,21.600000000000005,45.0,0.0,0.0,,Broadcasting,hand,2022-11-16,November,120.0,324.00000000000006,2022-12-28,December,hand,30,10,plowed_in_soil,0.3703703703703703,850,2295.0000000000005,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,37.0,113.0,42.0,150.0,5,2022.4285714285718,42,Monsoon,156,114,13.500000000000004
ID_TWWK66I7G7BQ,train,Gaya,Gurua,25,2022-07-18,July,6,Manual_PuddledRandom,2022-06-22,June,2022-07-19,July,3.0,4.0,Boring,,250.0,1125.0,,2.0,2.0,9.0,0.0,0.0,SoilApplied,2,3.0,13.5,0.0,0.0,SoilApplied,2.0,9.0,46.0,0.0,0.0,,Broadcasting,hand,2022-11-16,November,120.0,540.0,2022-12-05,December,hand,25,10,plowed_in_soil,0.2222222222222222,609,2740.5,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,27.0,120.0,19.0,147.0,6,2037.2785714285717,19,Monsoon,140,121,18.0
ID_Q2KQ03DWE4T9,train,Gaya,Gurua,20,2022-07-27,July,5,Manual_PuddledRandom,2022-06-20,June,2022-07-28,July,3.0,5.0,Boring,Electric,105.0,405.0000000000001,2.0,1.0,1.0,3.857142857142858,0.0,0.0,SoilApplied,3,7.0,27.000000000000007,0.0,0.0,Broadcasting,7.0,27.000000000000007,31.0,4.0,15.428571428571432,60.0,Broadcasting,hand,2022-11-16,November,120.0,462.857142857143,2022-12-18,December,hand,29,10,plowed_in_soil,0.2592592592592592,560,2160.0000000000005,True,True,False,False,False,True,False,True,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,38.0,111.0,32.0,149.0,0,2028.2785714285717,32,Monsoon,144,112,19.285714285714292
ID_PGTROTK3G0PD,train,Gaya,Gurua,60,2022-07-16,July,5,Manual_PuddledRandom,2022-06-24,June,2022-07-31,July,2.0,4.0,Boring,,250.0,562.5,,2.0,2.0,4.5,0.0,0.0,SoilApplied,2,12.0,27.0,0.0,0.0,Broadcasting,15.0,33.75,42.0,0.0,0.0,,Broadcasting,hand,2022-11-16,November,120.0,270.0,2022-12-06,December,hand,28,10,plowed_in_soil,0.4444444444444444,900,2025.0,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,37.0,108.0,20.0,145.0,6,2023.7785714285717,20,Monsoon,143,123,9.0
ID_16O99OXQ8VFT,train,Gaya,Gurua,30,2022-07-26,July,5,Manual_PuddledRandom,2022-06-24,June,2022-07-30,July,3.0,6.0,Boring,Electric,0.0,0.0,3.0,1.0,1.0,2.7000000000000006,0.0,0.0,SoilApplied,3,10.0,27.000000000000007,0.0,0.0,Broadcasting,10.0,27.000000000000007,2.0,5.0,13.500000000000004,60.0,Broadcasting,hand,2022-11-16,November,120.0,324.00000000000006,2022-12-31,December,machine,28,10,plowed_in_soil,0.3703703703703703,760,2052.0000000000005,True,True,False,False,False,True,False,True,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,36.0,109.0,45.0,145.0,1,2038.1785714285718,45,Monsoon,158,113,16.200000000000003
ID_S25I7DVXCHTH,train,Gaya,Gurua,30,2022-07-22,July,5,Manual_PuddledRandom,2022-06-22,June,2022-07-26,July,3.0,5.0,Boring,Electric,150.0,405.00000000000006,3.0,1.0,1.0,2.7000000000000006,0.0,0.0,SoilApplied,2,6.0,16.200000000000003,0.0,0.0,Broadcasting,5.0,13.500000000000004,45.0,0.0,0.0,,Broadcasting,hand,2022-11-16,November,120.0,324.00000000000006,2022-12-13,December,hand,29,10,plowed_in_soil,0.3703703703703703,820,2214.0000000000005,True,True,False,False,False,True,True,True,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,34.0,113.0,27.0,147.0,1,2043.5785714285716,27,Monsoon,144,117,13.500000000000004
ID_WCDBM5D6YJ9G,train,Gaya,Gurua,10,2022-07-17,July,5,Manual_PuddledRandom,2022-06-20,June,2022-07-19,July,3.0,6.0,Boring,Electric,150.0,405.00000000000006,3.0,1.0,1.0,2.7000000000000006,0.0,0.0,SoilApplied,2,10.0,27.000000000000007,0.0,0.0,Broadcasting,10.0,27.000000000000007,38.0,0.0,0.0,,Broadcasting,hand,2022-11-16,November,120.0,324.00000000000006,2022-12-20,December,hand,30,10,plowed_in_soil,0.3703703703703703,800,2160.0000000000005,True,True,False,False,False,True,True,True,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,29.0,120.0,34.0,149.0,1,2052.5785714285716,34,Monsoon,156,122,16.200000000000003
ID_EWGD2GFWLHLW,train,Gaya,Gurua,10,2022-07-16,July,8,Manual_PuddledRandom,2022-06-28,June,2022-07-31,July,4.0,2.0,Boring,Electric,60.0,540.0,3.0,1.0,1.0,9.0,0.0,0.0,SoilApplied,2,3.0,27.0,0.0,0.0,Broadcasting,3.0,27.0,46.0,0.0,0.0,,Broadcasting,hand,2022-11-16,November,120.0,1080.0,2022-12-29,December,machine,30,10,plowed_in_soil,0.1111111111111111,286,2574.0,True,True,False,False,False,True,False,True,False,True,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,33.0,108.0,43.0,141.0,1,2085.664285714286,43,Monsoon,166,123,18.0
ID_A5CMUY9NQCU9,train,Gaya,Gurua,100,2022-07-22,July,5,Manual_PuddledRandom,2022-06-21,June,2022-07-23,July,2.0,6.0,Boring,Electric,300.0,405.0,3.0,2.0,2.0,2.7,0.0,0.0,SoilApplied,3,20.0,27.0,0.0,0.0,Broadcasting,20.0,27.0,31.0,10.0,13.5,60.0,Broadcasting,hand,2022-11-17,November,120.0,162.0,2022-12-16,December,machine,30,10,plowed_in_soil,0.7407407407407407,1600,2160.0,True,True,False,False,False,True,False,True,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,32.0,117.0,29.0,149.0,0,2161.114285714286,29,Monsoon,147,118,8.1
ID_5DJ80H5CVPUW,train,Gaya,Wazirganj,60,2022-07-07,July,5,Manual_PuddledRandom,2022-07-02,July,2022-07-30,July,2.0,12.0,Rainfed,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,1,0.0,0.0,10.0,22.5,Broadcasting,0.0,0.0,,0.0,0.0,,,hand,2022-11-17,November,600.0,1350.0,2022-12-08,December,hand,22,10,plowed_in_soil,0.4444444444444444,960,2160.0,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28.0,110.0,21.0,138.0,6,2180.4,21,Monsoon,154,133,27.0
ID_NIHKULD2RWC9,train,Gaya,Gurua,15,2022-07-20,July,5,Manual_PuddledRandom,2022-06-23,June,2022-07-24,July,3.0,7.0,Boring,Electric,150.0,405.00000000000006,3.0,1.0,1.0,2.7000000000000006,0.0,0.0,SoilApplied,2,10.0,27.000000000000007,0.0,0.0,Broadcasting,10.0,27.000000000000007,45.0,0.0,0.0,,Broadcasting,hand,2022-11-17,November,120.0,324.00000000000006,2022-12-19,December,hand,30,10,plowed_in_soil,0.3703703703703703,800,2160.0000000000005,True,True,False,False,False,True,True,True,True,False,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,31.0,116.0,32.0,147.0,1,2189.4000000000005,32,Monsoon,152,120,18.900000000000002
ID_YP15Q59X6AJW,train,Gaya,Gurua,20,2022-06-26,June,6,Manual_PuddledRandom,2022-06-22,June,2022-08-14,August,1.0,5.0,Boring,Electric,160.0,720.0,3.0,1.0,1.0,4.5,1.0,4.5,Broadcasting,2,6.0,27.0,0.0,0.0,Broadcasting,5.0,22.5,6.0,0.0,0.0,,Broadcasting,hand,2022-11-17,November,720.0,3240.0,2022-12-25,December,machine,30,10,plowed_in_soil,0.2222222222222222,330,1485.0,True,True,False,False,False,False,True,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,53.0,95.0,38.0,148.0,1,2172.3,38,Monsoon,182,144,22.5
ID_9YCYCN0ZVNW8,train,Gaya,Gurua,40,2022-07-15,July,8,Manual_PuddledRandom,2022-06-28,June,2022-07-18,July,2.0,6.0,Boring,Electric,160.0,540.0,2.0,1.0,1.0,3.375,1.0,3.375,SoilApplied,2,8.0,27.0,0.0,0.0,Broadcasting,8.0,27.0,45.0,0.0,0.0,,Broadcasting,hand,2022-11-17,November,120.0,405.0,2022-12-22,December,machine,30,10,plowed_in_soil,0.2962962962962963,624,2106.0,True,True,False,False,False,True,False,True,False,True,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,20.0,122.0,35.0,142.0,1,2161.5000000000005,35,Monsoon,160,125,20.25
ID_LAEBBA2NB4QX,train,Gaya,Gurua,20,2022-07-16,July,5,Manual_PuddledRandom,2022-06-23,June,2022-07-19,July,2.0,6.0,Boring,Electric,150.0,405.00000000000006,3.0,1.0,1.0,2.7000000000000006,0.0,0.0,SoilApplied,2,10.0,27.000000000000007,0.0,0.0,Broadcasting,10.0,27.000000000000007,42.0,0.0,0.0,,Broadcasting,hand,2022-11-17,November,120.0,324.00000000000006,2022-12-21,December,hand,30,10,plowed_in_soil,0.3703703703703703,800,2160.0000000000005,True,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,26.0,121.0,34.0,147.0,1,2171.4,34,Monsoon,158,124,16.200000000000003
ID_5MCYVIUK64BQ,train,Gaya,Gurua,10,2022-07-19,July,5,Manual_PuddledRandom,2022-06-24,June,2022-07-23,July,3.0,6.0,Boring,Electric,150.0,405.00000000000006,3.0,0.0,0.0,0.0,0.0,0.0,,2,15.0,40.50000000000001,0.0,0.0,Broadcasting,15.0,40.50000000000001,38.0,0.0,0.0,,Broadcasting,hand,2022-11-17,November,120.0,324.00000000000006,2022-12-21,December,hand,28,10,plowed_in_soil,0.3703703703703703,750,2025.0000000000005,True,True,False,False,False,True,True,True,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,29.0,117.0,34.0,146.0,2,2166.9,34,Monsoon,155,121,16.200000000000003
ID_O8BZ7P23MK0R,train,Gaya,Gurua,10,2022-07-22,July,5,Manual_PuddledRandom,2022-06-23,June,2022-07-25,July,3.0,6.0,Boring,Electric,150.0,405.00000000000006,2.0,0.0,0.0,0.0,0.0,0.0,,2,10.0,27.000000000000007,0.0,0.0,Broadcasting,10.0,27.000000000000007,38.0,0.0,0.0,,Broadcasting,hand,2022-11-17,November,120.0,324.00000000000006,2022-12-18,December,hand,28,10,plowed_in_soil,0.3703703703703703,790,2133.0000000000005,True,True,False,False,False,True,True,True,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,32.0,115.0,31.0,147.0,2,2170.5000000000005,31,Monsoon,149,118,16.200000000000003
ID_YM176B30OWXK,train,Gaya,Gurua,10,2022-07-05,July,6,Manual_PuddledRandom,2022-07-05,July,2022-08-21,August,6.0,4.0,Rainfed,,0.0,0.0,,1.0,1.0,5.4,0.0,0.0,SoilApplied,2,8.0,43.2,0.0,0.0,SoilApplied,5.0,27.0,40.0,0.0,0.0,,Broadcasting,hand,2022-11-17,November,120.0,647.9999999999999,2022-12-01,December,hand,30,10,plowed_in_soil,0.1851851851851852,450,2429.9999999999995,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,47.0,88.0,14.0,135.0,5,2171.4,14,Monsoon,149,135,21.599999999999998
ID_21PIAZLPCUQ7,train,Gaya,Gurua,20,2022-07-19,July,5,Manual_PuddledRandom,2022-06-23,June,2022-07-24,July,3.0,6.0,Boring,Electric,150.0,405.00000000000006,3.0,0.0,0.0,0.0,0.0,0.0,,2,10.0,27.000000000000007,0.0,0.0,Broadcasting,15.0,40.50000000000001,38.0,0.0,0.0,,Broadcasting,hand,2022-11-17,November,120.0,324.00000000000006,2022-12-16,December,hand,28,10,plowed_in_soil,0.3703703703703703,780,2106.0000000000005,True,True,False,False,False,True,True,True,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,31.0,116.0,29.0,147.0,2,2186.7,29,Monsoon,150,121,16.200000000000003
ID_FNUQ0UTCD1EL,train,Gaya,Gurua,20,2022-07-25,July,5,Manual_PuddledRandom,2022-06-21,June,2022-07-28,July,3.0,5.0,Boring,Electric,150.0,405.00000000000006,3.0,1.0,1.0,2.7000000000000006,0.0,0.0,SoilApplied,2,10.0,27.000000000000007,0.0,0.0,Broadcasting,10.0,27.000000000000007,35.0,0.0,0.0,,Broadcasting,hand,2022-11-17,November,120.0,324.00000000000006,2022-12-18,December,hand,30,10,plowed_in_soil,0.3703703703703703,800,2160.0000000000005,True,True,False,False,False,True,False,True,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,37.0,112.0,31.0,149.0,1,2182.2000000000003,31,Monsoon,146,115,13.500000000000004
ID_8IIJKAS4Q9HG,train,Gaya,Gurua,40,2022-07-23,July,6,Manual_PuddledRandom,2022-06-20,June,2022-07-26,July,2.0,2.0,Boring,Electric,160.0,540.0,,2.0,2.0,6.75,0.0,0.0,SoilApplied,1,8.0,27.0,8.0,27.0,Broadcasting,0.0,0.0,,0.0,0.0,,,hand,2022-11-17,November,125.0,421.875,2022-12-03,December,hand,28,10,plowed_in_soil,0.2962962962962963,728,2457.0,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,36.0,114.0,16.0,150.0,4,2172.7500000000005,16,Monsoon,133,117,6.75
ID_DSSLBNTPTJ4O,train,Gaya,Gurua,30,2022-07-19,July,7,Manual_PuddledRandom,2022-06-27,June,2022-07-25,July,2.0,6.0,Boring,Electric,180.0,540.0,2.0,1.0,1.0,3.0,0.0,0.0,SoilApplied,3,9.0,27.0,0.0,0.0,Broadcasting,9.0,27.0,45.0,4.0,12.0,45.0,Broadcasting,hand,2022-11-17,November,120.0,360.0,2022-12-31,December,machine,30,10,plowed_in_soil,0.3333333333333333,720,2160.0,True,True,False,False,False,True,False,True,False,True,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,28.0,115.0,44.0,143.0,0,2172.7500000000005,44,Monsoon,165,121,18.0
ID_PVNWN9RT7I0W,train,Gaya,Wazirganj,40,2022-06-27,June,5,Manual_PuddledRandom,2022-07-02,July,2022-07-30,July,3.0,4.0,Boring,,250.0,675.0000000000001,,5.0,5.0,13.500000000000004,0.0,0.0,SoilApplied,1,0.0,0.0,10.0,27.000000000000007,Broadcasting,0.0,0.0,,0.0,0.0,,,hand,2022-11-17,November,500.0,1350.0000000000002,2022-11-28,November,hand,25,10,plowed_in_soil,0.3703703703703703,800,2160.0000000000005,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,28.0,110.0,11.0,138.0,8,2177.2500000000005,11,Monsoon,154,143,10.800000000000002
ID_F3DMPHKKEM5J,train,Gaya,Gurua,20,2022-07-25,July,5,Manual_PuddledRandom,2022-06-21,June,2022-07-26,July,3.0,6.0,Boring,Electric,150.0,405.00000000000006,3.0,1.0,1.0,2.7000000000000006,0.0,0.0,Broadcasting,2,7.0,18.9,0.0,0.0,Broadcasting,6.0,16.200000000000003,35.0,0.0,0.0,,Broadcasting,hand,2022-11-17,November,120.0,324.00000000000006,2022-12-20,December,hand,30,10,plowed_in_soil,0.3703703703703703,820,2214.0000000000005,True,True,False,False,False,True,True,True,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,35.0,114.0,33.0,149.0,1,2182.65,33,Monsoon,148,115,16.200000000000003
ID_9RVK6BT2X4EB,train,Gaya,Gurua,10,2022-07-16,July,5,Manual_PuddledRandom,2022-06-20,June,2022-07-19,July,3.0,6.0,Boring,Electric,150.0,405.00000000000006,3.0,1.0,1.0,2.7000000000000006,0.0,0.0,SoilApplied,2,10.0,27.000000000000007,0.0,0.0,Broadcasting,10.0,27.000000000000007,36.0,0.0,0.0,,Broadcasting,hand,2022-11-17,November,120.0,324.00000000000006,2022-12-18,December,hand,30,10,plowed_in_soil,0.3703703703703703,800,2160.0000000000005,True,True,False,False,False,True,True,True,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,29.0,121.0,31.0,150.0,1,2180.8500000000004,31,Monsoon,155,124,16.200000000000003
ID_IS70RFMKU09V,train,Gaya,Gurua,35,2022-07-10,July,7,Manual_PuddledLine,2022-06-28,June,2022-07-17,July,2.0,5.0,Boring,Electric,140.0,540.0000000000001,2.0,1.0,1.0,3.857142857142858,1.0,3.857142857142858,SoilApplied,1,7.0,27.000000000000007,0.0,0.0,Broadcasting,0.0,0.0,,0.0,0.0,,,hand,2022-11-17,November,80.0,308.57142857142867,2022-12-29,December,machine,30,10,plowed_in_soil,0.2592592592592592,963,3714.428571428573,True,True,False,False,False,True,False,True,False,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,19.0,123.0,42.0,142.0,3,2232.664285714286,42,Monsoon,172,130,19.285714285714292
ID_4BALZ38U7YNQ,train,Gaya,Wazirganj,60,2022-07-02,July,5,Manual_PuddledRandom,2022-06-30,June,2022-07-29,July,2.0,12.0,Rainfed,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,2,15.0,27.0,15.0,27.0,Broadcasting,25.0,45.0,40.0,0.0,0.0,,Broadcasting,hand,2022-11-18,November,100.0,180.0,2022-11-29,November,hand,25,10,plowed_in_soil,0.5555555555555556,1200,2160.0,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,29.0,112.0,11.0,141.0,4,2266.328571428572,11,Monsoon,150,139,21.599999999999998
ID_9HBT1YYOFSGB,train,Gaya,Gurua,20,2022-08-16,August,6,Manual_PuddledRandom,2022-06-20,June,2022-08-21,August,2.0,6.0,Boring,Electric,160.0,720.0,3.0,1.0,1.0,4.5,1.0,4.5,SoilApplied,2,6.0,27.0,0.0,0.0,Broadcasting,6.0,27.0,45.0,0.0,0.0,,Broadcasting,hand,2022-11-18,November,720.0,3240.0,2023-01-20,January,machine,28,10,plowed_in_soil,0.2222222222222222,390,1755.0,True,True,False,False,False,True,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,62.0,89.0,63.0,151.0,1,2252.828571428572,63,Monsoon,157,94,27.0
ID_IRH8ARO2DLZI,train,Gaya,Gurua,30,2022-07-22,July,8,Manual_PuddledRandom,2022-06-26,June,2022-08-01,August,2.0,9.0,Canal,,0.0,0.0,2.0,1.0,1.0,4.5,0.0,0.0,SoilApplied,3,9.0,40.5,0.0,0.0,Broadcasting,9.0,40.5,22.0,6.0,27.0,46.0,Broadcasting,hand,2022-11-18,November,120.0,540.0,2023-01-02,January,machine,30,10,plowed_in_soil,0.2222222222222222,468,2106.0,True,True,False,False,False,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,36.0,109.0,45.0,145.0,2,2255.528571428572,45,Monsoon,164,119,40.5
ID_R4N5X2MR97XI,train,Gaya,Gurua,17,2022-07-19,July,5,Manual_PuddledRandom,2022-06-26,June,2022-07-26,July,2.0,4.0,Boring,,250.0,1125.0,,1.0,1.0,4.5,0.0,0.0,SoilApplied,2,9.0,40.5,0.0,0.0,Broadcasting,12.0,54.0,45.0,0.0,0.0,,Broadcasting,hand,2022-11-18,November,120.0,540.0,2022-12-02,December,hand,28,10,plowed_in_soil,0.2222222222222222,414,1863.0,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,30.0,115.0,14.0,145.0,6,2246.528571428572,14,Monsoon,136,122,18.0
ID_RF86GIZ53JED,train,Gaya,Gurua,20,2022-07-24,July,5,LineSowingAfterTillage,2022-06-23,June,2022-07-28,July,,5.0,Boring,Electric,150.0,405.00000000000006,3.0,1.0,1.0,2.7000000000000006,0.0,0.0,SoilApplied,2,10.0,27.000000000000007,0.0,0.0,Broadcasting,10.0,27.000000000000007,35.0,0.0,0.0,,Broadcasting,hand,2022-11-18,November,120.0,324.00000000000006,2022-12-19,December,hand,30,10,plowed_in_soil,0.3703703703703703,810,2187.0000000000005,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,35.0,113.0,31.0,148.0,4,2238.428571428572,31,Monsoon,148,117,13.500000000000004
ID_0VMYHSUIQ1Z4,train,Gaya,Gurua,50,2022-07-19,July,5,Manual_PuddledRandom,2022-06-21,June,2022-07-24,July,2.0,6.0,Boring,Electric,0.0,0.0,3.0,1.0,1.0,2.7000000000000006,0.0,0.0,SoilApplied,3,10.0,27.000000000000007,0.0,0.0,Broadcasting,10.0,27.000000000000007,32.0,5.0,13.500000000000004,60.0,Broadcasting,hand,2022-11-18,November,120.0,324.00000000000006,2022-12-30,December,machine,28,10,plowed_in_soil,0.3703703703703703,760,2052.0000000000005,True,True,False,False,False,True,True,True,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,33.0,117.0,42.0,150.0,1,2236.628571428572,42,Monsoon,164,122,16.200000000000003
ID_5H5WC1FU7B0F,train,Gaya,Gurua,20,2022-07-26,July,5,Manual_PuddledRandom,2022-06-19,June,2022-07-30,July,3.0,6.0,Boring,Electric,150.0,405.00000000000006,3.0,1.0,1.0,2.7000000000000006,0.0,0.0,SoilApplied,2,10.0,27.000000000000007,0.0,0.0,Broadcasting,10.0,27.000000000000007,36.0,0.0,0.0,,Broadcasting,hand,2022-11-18,November,120.0,324.00000000000006,2022-12-15,December,hand,27,10,plowed_in_soil,0.3703703703703703,750,2025.0000000000005,True,True,False,False,False,True,False,True,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,41.0,111.0,27.0,152.0,1,2232.1285714285714,27,Monsoon,142,115,16.200000000000003
ID_3HUSBLF074X9,train,Gaya,Wazirganj,30,2022-07-04,July,5,Manual_PuddledRandom,2022-06-30,June,2022-07-27,July,2.0,15.0,Rainfed,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,2,20.0,27.0,20.0,27.0,Broadcasting,30.0,40.5,40.0,0.0,0.0,,Broadcasting,hand,2022-11-18,November,1000.0,1350.0,2022-12-10,December,hand,25,10,plowed_in_soil,0.7407407407407407,1600,2160.0,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,27.0,114.0,22.0,141.0,4,2222.2285714285713,22,Monsoon,159,137,20.25
ID_UC5BFUUQZWJZ,train,Gaya,Gurua,10,2022-07-15,July,7,Manual_PuddledRandom,2022-06-26,June,2022-07-29,July,3.0,4.0,Boring,Electric,100.0,540.0,1.0,1.0,1.0,5.4,0.0,0.0,SoilApplied,2,5.0,27.0,0.0,0.0,Broadcasting,5.0,27.0,45.0,0.0,0.0,,Broadcasting,hand,2022-11-18,November,120.0,647.9999999999999,2022-12-26,December,machine,30,10,plowed_in_soil,0.1851851851851852,350,1890.0,True,True,False,False,False,True,True,True,False,True,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,33.0,112.0,38.0,145.0,1,2213.2285714285713,38,Monsoon,164,126,21.599999999999998
ID_ESESIJOWTSTE,train,Gaya,Gurua,20,2022-07-14,July,8,Manual_PuddledRandom,2022-06-30,June,2022-07-20,July,3.0,3.0,Boring,Electric,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,2,8.0,43.2,0.0,0.0,Broadcasting,5.0,27.0,46.0,0.0,0.0,,Broadcasting,hand,2022-11-18,November,120.0,647.9999999999999,2022-12-25,December,machine,30,10,plowed_in_soil,0.1851851851851852,400,2160.0,True,True,False,False,False,True,False,True,False,True,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,20.0,121.0,37.0,141.0,3,2213.2285714285713,37,Monsoon,164,127,16.2
